,name,country,type,factor,position,club,values,
0,Pascal Gross,de,player,0.27,MF,Brighton,"0,0,27,12,2,1,1,1,1,17,2,1,1,1,2,1",
0,Emre Can,de,player,0.46,MF,Borussia Dortmund,"0,0,0,0,0,0,0,11,5,46,16,18,6,3,21,5",
0,Robert Andrich,de,player,0.49,MF,Bayer Leverkusen,"0,1,4,1,0,0,0,1,1,49,6,3,2,1,24,4",
0,Chris Fuhrich,de,player,0.16,MF,Stuttgart,"0,1,1,1,0,0,1,1,1,2,1,1,0,1,16,2",
0,Toni Kroos,de,player,1.3333333333333333,MF,Real Madrid,"12,7,18,9,6,4,8,7,7,100,34,18,12,11,61,24",
0,Florian Wirtz,de,player,1.4285714285714286,MF,Bayer Leverkusen,"3,3,4,3,2,3,3,3,3,100,32,21,12,9,34,15",
0,Niclas Füllkrug,de,player,1.1904761904761905,FW,Borussia Dortmund,"2,2,5,3,2,7,7,3,3,100,32,13,6,11,28,10",
0,Deniz Undav,de,player,0.43,FW,Stuttgart,"1,1,2,1,1,1,1,1,2,6,3,2,2,2,43,6",
0,Maximilian Beier,de,player,0.04,FW,Hoffenheim,"2,2,4,2,1,1,0,1,1,4,1,1,0,0,2,1",
0,Kai Havertz,de,player,0.76,FW,Arsenal,"1,1,9,3,2,2,2,2,3,76,18,8,5,4,31,9",
0,Thomas Muller,de,player,1.6129032258064515,FW,Bayern Munich,"3,5,4,4,2,2,2,3,3,100,18,10,9,8,24,8",
0,Julian Nagelsmann /g/11bwjbhzf8,de,trainer,1.0,,,"7,4,14,6,3,2,3,4,7,100,35,12,6,9,67,28",
0,empty2de,0,empty,0.0,,,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", 
0,empty1de,0,empty,0.0,,,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", 
0,Peter Gulacsi,hu,player,0.67,GK,RB Leipzig,"0,4,4,15,4,3,5,4,5,8,61,13,9,8,67,22",
0,Denes Dibusz,hu,player,0.18,GK,Ferencvaros,"0,2,3,5,3,2,2,2,3,4,18,6,4,4,14,10",
0,Peter Szappanos,hu,player,0.06,GK,Paksi FC,"0,3,1,2,0,1,1,3,4,2,6,2,1,1,2,0",
0,Botond Balogh,hu,player,0.03,DF,Parma,"0,0,0,3,0,0,0,0,1,1,2,1,0,2,2,0",
0,Endre Botka,hu,player,0.04,DF,Ferencvaros,"0,0,0,3,0,1,0,0,1,1,2,1,0,1,4,0",
0,Márton Dárdai,hu,player,0.44,DF,Hertha Berlin,"0,1,1,3,0,0,1,1,3,4,44,6,3,3,37,11",
0,Attila Fiola,hu,player,1.0309278350515463,DF,Fehervar,"0,0,0,11,1,1,1,2,6,10,100,10,4,4,40,8",
0,Milos Kerkez,hu,player,1.0,DF,Bournemouth,"0,19,9,28,8,5,4,4,7,8,86,18,10,9,100,26",
0,Adam Lang,hu,player,0.17,DF,Omonia Nicosia,"0,1,2,4,2,2,0,1,1,2,17,3,2,8,7,0",
0,Willi Orban,hu,player,0.65,DF,RB Leipzig,"0,1,3,22,4,2,2,2,7,10,41,14,8,7,55,65",
0,Zsolt Nagy,hu,player,0.07,DF,Puskas Akademia,"0,0,0,7,0,1,0,1,1,2,4,1,0,0,7,0",
0,Attila Szalai,hu,player,0.37,DF,Hoffenheim,"0,2,2,10,4,2,2,0,2,4,37,9,6,5,11,0",
0,Loic Nego,hu,player,0.22,DF,Le Havre,"0,0,2,6,1,2,2,2,3,17,22,9,6,8,14,9",
0,Bendeguz Bolla,hu,player,0.72,MF,Servette,"0,8,14,42,11,4,2,2,2,11,52,8,3,4,72,27",
0,Daniel Gazdag,hu,player,0.07,MF,Philadelphia Union,"0,0,0,7,0,0,1,0,0,2,3,3,1,1,6,0",
0,Krisztofer Horvath,hu,player,0.02,MF,Kecskemeti,"0,0,0,2,0,0,0,0,0,1,2,1,0,0,2,0",
0,Laszlo Kleinheisler,hu,player,0.47,MF,Hajduk Split,"0,1,1,23,2,1,1,2,2,3,47,5,3,2,37,8",
0,Mihály Kata,hu,player,0.04,MF,MTK Budapest,"0,0,0,3,0,0,0,0,0,0,4,0,0,0,1,0",
0,Adam Nagy,hu,player,0.48,MF,Spezia,"0,3,6,16,7,5,5,7,18,20,48,15,10,8,31,18",
0,Andras Schafer,hu,player,0.58,MF,Union Berlin,"0,4,3,7,3,3,4,3,5,6,58,12,7,13,44,14",
0,Dominik Szoboszlai,hu,player,4.166666666666667,MF,Liverpool,"20,17,16,46,28,18,19,20,22,29,100,40,27,26,80,60",
0,Callum Styles,hu,player,0.24,MF,Barnsley,"0,3,2,24,12,10,5,5,3,5,11,6,3,5,8,0",
0,Roland Sallai,hu,player,0.69,FW,Freiburg,"0,2,3,24,7,4,6,3,5,9,69,13,8,8,53,31",
0,Martin Adam,hu,player,3.7037037037037037,FW,Ulsan HD,"0,0,0,9,1,1,1,1,3,3,37,100,82,44,75,46",
0,Barnabas Varga,hu,player,0.93,FW,Ferencvaros,"0,0,1,43,14,5,5,4,7,8,93,22,14,9,41,11",
0,Kevin Csoboth,hu,player,0.18,FW,Ujpest FC,"0,0,0,17,2,1,0,2,1,2,4,0,1,1,18,0",
0,Marco Rossi /g/121vxbpx,hu,trainer,1.0,,,"0,12,6,21,8,6,7,7,26,21,85,34,17,14,100,52",
0,empty2hu,0,empty,0.0,,,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", 
0,empty1hu,0,empty,0.0,,,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", 
0,Angus Gunn,scot,player,2.2222222222222223,GK,Norwich City,"0,1,9,2,1,2,1,1,2,100,27,13,6,3,83,17",
0,Zander Clark,scot,player,0.09,GK,Rangers,"0,1,4,2,0,1,1,1,1,9,3,1,1,2,4,0",
0,Liam Kelly,scot,player,0.05,GK,Motherwell,"0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0",
0,Andy Robertson,scot,player,1.0638297872340425,DF,Liverpool,"0,6,31,15,11,44,12,12,19,100,24,11,8,11,95,21",
0,Kieran Tierney,scot,player,2.857142857142857,DF,Real Sociedad,"0,3,9,5,18,8,4,4,4,21,5,3,3,2,56,100",
0,Jack Hendry,scot,player,1.4492753623188406,DF,Al Ettifaq,"0,1,15,3,3,3,2,3,3,69,9,4,9,7,100,24",
0,Ryan Porteous,scot,player,2.2222222222222223,DF,Watford,"0,1,2,1,0,1,1,1,2,100,43,14,16,9,7,0",
0,Liam Cooper,scot,player,0.07,DF,Leeds United,"0,2,1,3,4,1,0,1,0,4,1,0,1,1,7,0",
0,Scott McKenna,scot,player,0.88,DF,FC Copenhagen,"0,9,14,4,2,3,12,9,5,29,8,6,3,2,88,14",
0,Grant Hanley,scot,player,0.49,DF,Norwich City,"0,2,20,6,4,3,2,2,3,32,6,2,8,6,49,13",
0,Greg Taylor,scot,player,0.08,DF,Celtic,"0,4,8,6,3,3,1,3,2,6,3,1,2,1,7,0",
0,Anthony Ralston,scot,player,1.8867924528301887,DF,Celtic,"0,1,9,2,1,1,1,1,1,27,5,2,2,1,100,42",
0,Ross McCrorie,scot,player,0.18,DF,Bristol City,"0,2,7,2,2,2,0,3,2,9,3,1,1,0,18,0",
0,Callum McGregor,scot,player,0.65,MF,Celtic,"0,6,12,6,6,6,8,6,7,65,18,13,7,9,25,13",
0,Ryan Christie,scot,player,0.53,MF,Bournemouth,"0,3,14,4,3,2,2,2,4,53,6,2,3,2,12,0",
0,Billy Gilmour,scot,player,1.9230769230769231,MF,Brighton & Hove Albion,"0,3,12,4,4,3,5,9,6,38,8,3,5,2,100,24",
0,John McGinn,scot,player,1.8518518518518519,MF,Aston Villa,"0,7,17,9,13,30,23,20,30,100,17,10,9,10,57,27",
0,Kenny McLean,scot,player,0.31,MF,Norwich City,"0,12,5,3,1,3,4,4,4,16,3,2,1,1,31,12",
0,Scott McTominay,scot,player,1.408450704225352,MF,Manchester United,"0,6,16,9,7,8,10,10,19,86,10,7,5,5,100,49",
0,Stuart Armstrong,scot,player,0.1,MF,Southampton,"0,9,6,5,8,8,4,4,6,10,4,4,3,9,9,0",
0,Ryan Jack,scot,player,0.15,MF,Rangers,"0,5,15,7,5,5,5,5,5,11,3,3,2,3,6,0",
0,Che Adams,scot,player,0.8,FW,Southampton,"0,6,10,4,4,4,3,4,6,70,13,7,4,3,80,19",
0,Lawrence Shankland,scot,player,0.63,FW,Hearts,"0,8,63,20,12,19,12,15,14,46,9,9,11,9,42,15",
0,James Forrest,scot,player,0.12,FW,Celtic,"0,8,7,7,5,5,4,5,5,11,5,4,4,5,12,0",
0,Tommy Conway,scot,player,1.3333333333333333,FW,Bristol City,"31,16,100,28,6,5,15,20,8,9,2,5,3,3,8,0",
0,Lewis Morgan,scot,player,1.7241379310344827,FW,New York Red Bulls,"0,100,36,15,4,3,2,5,3,6,2,1,1,1,4,0",
0,Steve Clarke /m/051h1n,scot,trainer,1.0,,,"0,4,8,8,4,4,4,4,10,45,32,12,7,11,35,15",
0,empty2scot,0,empty,0.0,,,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", 
0,empty1scot,0,empty,0.0,,,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", 
